Name,Religious Affiliation,Percent Admitted,Tuition,State,Region,Type,Urbanization,Enrollment,Percent American Indian,Percent Asian,Percent African American,Percent Hispanic,Percent Pacific Islander,Percent White,Percent Other Ethnicity,Percent Non Resident Alien,Graduation Rate,Percent Receiving Financial Aid,Percent Receiving Student Loan
Howard University,No,49,22683,District of Columbia,Mid East,Private,City,6974,2,3,86,1,0,3,0,5,40,93,66
Johns Hopkins University,No,18,45470,Maryland,Mid East,Private,City,6117,0,13,6,6,0,49,4,18,87,61,37
Sojourner-Douglass College,No,,9830,Maryland,Mid East,Private,City,1037,0,0,89,1,0,3,0,7,10,93,51
Vaughn College of Aeronautics and Technology,No,77,20450,New York,Mid East,Private,City,1724,1,10,20,35,4,17,6,2,48,94,75
Barnard College,No,21,44790,New York,Mid East,Private,City,2489,0,15,5,11,0,57,0,7,82,49,33
Boricua College,No,,11025,New York,Mid East,Private,City,1050,0,0,15,83,0,1,0,0,29,96,7
Metropolitan College of New York,No,55,17530,New York,Mid East,Private,City,911,1,2,59,18,0,6,7,5,18,95,79
Columbia University in the City of New York,No,7,49138,New York,Mid East,Private,City,7970,0,13,5,8,0,36,8,28,86,57,16
Cooper Union for the Advancement of Science and Art,No,8,41400,New York,Mid East,Private,City,868,1,19,5,9,0,36,16,11,68,100,26
D'Youville College,No,79,22850,New York,Mid East,Private,City,2023,1,3,10,4,0,65,3,13,19,100,82
LIU Brooklyn,No,87,34120,New York,Mid East,Private,City,5006,0,13,30,14,0,23,12,6,8,97,66
Marymount Manhattan College,No,75,26640,New York,Mid East,Private,City,1833,1,4,10,16,0,58,6,5,37,92,86
Medaille College,No,54,23812,New York,Mid East,Private,City,1727,0,1,18,4,1,60,5,7,38,92,90
The New School,No,67,40426,New York,Mid East,Private,City,6777,0,8,6,9,0,38,5,29,50,95,43
New York University,No,26,44848,New York,Mid East,Private,City,22615,0,15,5,8,0,38,13,19,77,55,42
Pace University-New York,No,77,38069,New York,Mid East,Private,City,8289,0,9,11,13,0,46,6,12,34,99,70
Polytechnic Institute of New York University,No,75,41328,New York,Mid East,Private,City,2155,0,19,4,6,0,19,9,43,33,94,57
St Francis College,No,64,20700,New York,Mid East,Private,City,2764,0,3,19,22,1,37,10,5,27,98,46
Saint Joseph's College-New York,No,75,21878,New York,Mid East,Private,City,4529,0,3,11,11,0,59,10,6,56,96,48
Touro College,No,59,15250,New York,Mid East,Private,City,6827,0,9,13,10,0,57,8,2,31,84,17
Yeshiva University,No,82,37600,New York,Mid East,Private,City,2887,0,4,2,3,0,62,16,11,60,84,34
Carnegie Mellon University,No,25,47642,Pennsylvania,Mid East,Private,City,5917,0,16,3,5,0,32,6,36,74,70,36
Chatham University,No,61,32454,Pennsylvania,Mid East,Private,City,973,0,2,8,2,0,62,15,10,44,100,94
Drexel University,No,81,37505,Pennsylvania,Mid East,Private,City,16616,0,11,8,5,0,56,5,12,28,94,54
Peirce College,No,,17040,Pennsylvania,Mid East,Private,City,1759,0,2,67,7,0,21,1,0,,87,74
University of Pennsylvania,No,12,45890,Pennsylvania,Mid East,Private,City,11525,0,15,6,7,0,46,5,18,88,62,20
Philadelphia University,No,64,33690,Pennsylvania,Mid East,Private,City,2811,0,4,13,6,0,60,9,5,45,98,70
Point Park University,No,74,26170,Pennsylvania,Mid East,Private,City,3226,0,1,16,3,0,72,1,4,42,99,78
Boston University,No,46,44880,Massachusetts,New England,Private,City,18165,0,11,3,7,0,46,12,18,80,62,48
Emerson College,No,48,35730,Massachusetts,New England,Private,City,3758,0,3,3,9,0,62,10,7,80,72,58
Fisher College,No,63,27575,Massachusetts,New England,Private,City,1930,0,1,9,8,0,33,42,6,4,86,70
Northeastern University,No,32,41686,Massachusetts,New England,Private,City,13223,0,8,3,5,0,44,13,24,0,77,49
Simmons College,No,49,35380,Massachusetts,New England,Private,City,1732,0,5,6,5,0,70,9,2,66,97,72
Suffolk University,No,83,31716,Massachusetts,New England,Private,City,5658,0,7,6,9,0,49,12,16,41,80,68
Wentworth Institute of Technology,No,58,29200,Massachusetts,New England,Private,City,4012,0,6,5,4,0,60,16,6,50,99,81
Wheelock College,No,73,31880,Massachusetts,New England,Private,City,880,0,3,12,9,0,52,18,4,46,100,80
Friends University,No,59,23430,Kansas,Plains,Private,City,1609,2,3,10,4,0,71,4,0,13,100,77
Doane College-Lincoln Grand Island and Master,No,,9065,Nebraska,Plains,Private,City,726,0,2,4,3,0,85,5,0,0,50,50
Colorado College,No,22,44222,Colorado,Rocky Mountains,Private,City,2041,0,4,2,9,0,69,1,7,79,53,37
College America-Denver,No,,17211,Colorado,Rocky Mountains,Private,City,497,1,3,20,33,0,42,0,0,32,95,93
University of Denver,No,77,40707,Colorado,Rocky Mountains,Private,City,5517,0,3,3,8,0,68,3,10,67,85,41
Johnson & Wales University-Denver,No,78,27456,Colorado,Rocky Mountains,Private,City,1506,1,2,7,15,0,54,18,1,48,99,90
College America-Colorado Springs,No,,17211,Colorado,Rocky Mountains,Private,City,322,1,1,19,20,2,55,0,0,25,96,92
Jacksonville University,No,47,29900,Florida,Southeast,Private,City,3425,1,3,15,7,0,48,22,3,24,99,60
Jones College-Jacksonville,No,,7410,Florida,Southeast,Private,City,449,0,0,72,4,0,18,2,0,14,50,50
The University of Tampa,No,52,25772,Florida,Southeast,Private,City,6499,0,2,6,12,0,58,9,11,51,95,73
Morehouse College,No,67,25468,Georgia,Southeast,Private,City,2170,0,0,96,0,0,0,1,2,39,94,75
Spelman College,No,38,24634,Georgia,Southeast,Private,City,2129,0,0,85,0,0,0,11,1,60,90,70
Tulane University of Louisiana,No,26,46930,Louisiana,Southeast,Private,City,8290,0,5,8,5,0,66,3,10,62,79,36
Johnson C Smith University,No,37,18236,North Carolina,Southeast,Private,City,1387,0,0,73,6,0,1,14,4,32,89,72
Meredith College,No,62,30562,North Carolina,Southeast,Private,City,1571,1,3,12,3,0,72,4,4,50,100,72
Fisk University,No,40,20449,Tennessee,Southeast,Private,City,611,0,1,86,1,0,2,9,0,41,98,68
Vanderbilt University,No,13,42978,Tennessee,Southeast,Private,City,6835,0,7,7,6,0,61,5,9,87,65,11
Regent University,No,85,15838,Virginia,Southeast,Private,City,2400,0,2,25,6,0,59,2,3,21,100,93
Johnson & Wales University-Charlotte,No,60,27456,North Carolina,Southeast,Private,City,2325,0,1,31,5,0,43,15,1,41,100,96
Rice University,No,17,38941,Texas,Southwest,Private,City,3965,0,16,5,11,0,39,2,22,79,75,19
California Institute of Technology,No,11,41538,California,Far West,Private,City,977,0,26,1,7,0,35,1,27,82,73,27
Willamette University,No,58,42305,Oregon,Far West,Private,City,2119,1,6,2,9,0,60,7,8,71,98,86
University of Puget Sound,No,85,41868,Washington,Far West,Private,City,2544,0,7,1,7,0,75,1,0,68,97,50
Brandman University,No,100,8800,California,Far West,Private,City,3885,1,5,10,23,1,49,8,0,,,
Bradley University,No,67,29664,Illinois,Great Lakes,Private,City,4825,0,3,6,5,0,77,1,4,55,99,74
Rockford University,No,41,26710,Illinois,Great Lakes,Private,City,972,0,2,7,6,0,66,11,1,25,100,96
Kettering University,No,62,35600,Michigan,Great Lakes,Private,City,1684,0,3,4,3,0,73,7,7,11,100,71
University of Rochester,No,36,45372,New York,Mid East,Private,City,6177,0,8,4,5,0,50,10,21,77,89,56
Syracuse University,No,49,40458,New York,Mid East,Private,City,15097,1,7,8,9,0,53,5,16,69,74,58
Cedar Crest College,No,59,33000,Pennsylvania,Mid East,Private,City,1286,0,3,8,11,0,69,6,1,50,100,89
Rensselaer Hartford Graduate Center Inc,No,,,Connecticut,New England,Private,City,0,0,10,3,2,0,76,10,0,,,
University of Bridgeport,No,64,29090,Connecticut,New England,Private,City,2835,1,3,24,13,0,35,0,22,19,93,81
University of Hartford,No,62,33358,Connecticut,New England,Private,City,5187,0,3,13,8,0,60,8,6,51,98,75
Trinity College,No,32,47510,Connecticut,New England,Private,City,2301,0,4,6,7,0,65,6,8,81,41,32
Yale University,No,7,44000,Connecticut,New England,Private,City,5430,0,13,5,7,0,48,3,18,90,61,6
American International College,No,68,30040,Massachusetts,New England,Private,City,1513,0,1,14,4,0,64,13,0,28,100,87
Becker College,No,63,31500,Massachusetts,New England,Private,City,1902,0,1,8,9,0,66,11,1,16,100,90
Cambridge College,No,,13392,Massachusetts,New England,Private,City,1050,0,3,29,16,0,30,16,4,2,33,33
Clark University,No,62,39550,Massachusetts,New England,Private,City,2380,0,4,3,5,0,52,10,23,76,89,58
Harvard University,No,6,42292,Massachusetts,New England,Private,City,10534,0,13,5,7,0,45,5,21,87,75,9
Lesley University,No,67,32375,Massachusetts,New England,Private,City,1948,0,2,5,5,0,68,14,2,35,97,83
Massachusetts Institute of Technology,No,8,43498,Massachusetts,New England,Private,City,4528,0,16,3,9,0,34,5,29,84,87,19
Springfield College,No,70,32560,Massachusetts,New England,Private,City,2182,0,1,7,6,0,77,6,1,58,99,96
Western New England University,No,82,33020,Massachusetts,New England,Private,City,2667,0,4,5,6,0,74,8,2,52,97,81
Worcester Polytechnic Institute,No,52,42778,Massachusetts,New England,Private,City,4134,0,5,2,6,0,57,8,20,70,98,60
Southern New Hampshire University,No,79,28884,New Hampshire,New England,Private,City,18083,0,1,5,1,0,27,61,4,47,94,78
Brown University,No,9,45612,Rhode Island,New England,Private,City,6455,0,12,6,10,0,42,9,17,84,64,21
Johnson & Wales University-Providence,No,76,27456,Rhode Island,New England,Private,City,9401,0,1,9,9,0,50,12,15,43,99,92
Mayo Graduate School,No,,,Minnesota,Plains,Private,City,0,1,7,3,9,0,49,3,27,,,
Drake University,No,66,30889,Iowa,Plains,Private,City,3383,0,4,3,3,0,82,1,5,61,99,57
Drury University,No,81,22295,Missouri,Plains,Private,City,4231,1,1,4,4,0,85,0,4,32,84,59
Stephens College,No,68,27954,Missouri,Plains,Private,City,647,0,1,16,2,0,74,1,0,25,100,97
Westminster College,No,75,29500,Utah,Rocky Mountains,Private,City,2295,1,3,1,9,0,67,12,5,43,96,57
Keiser University-Ft Lauderdale,No,93,16284,Florida,Southeast,Private,City,16039,0,2,21,30,0,40,3,0,59,92,80
Wake Forest University,No,35,44742,North Carolina,Southeast,Private,City,4823,0,4,8,5,0,73,1,5,82,81,50
Columbia International University,No,63,18930,South Carolina,Southeast,Private,City,584,0,3,17,3,0,67,2,6,52,93,52
Hampton University,No,36,20724,Virginia,Southeast,Private,City,3742,0,2,87,1,0,8,0,2,50,90,72
University of Richmond,No,31,45320,Virginia,Southeast,Private,City,3215,0,5,8,6,0,62,8,9,82,63,36
City College-Fort Lauderdale,No,,15840,Florida,Southeast,Private,City,633,1,2,62,16,0,15,1,0,,96,96
City College-Gainesville,No,,15840,Florida,Southeast,Private,City,444,1,0,51,6,0,40,0,0,,100,100
Flagler College-Tallahassee,No,,,Florida,Southeast,Private,City,478,0,3,24,3,0,69,0,0,,,
Fielding Graduate University,No,,,California,Far West,Private,City,0,2,4,13,9,0,55,14,0,,,
Dominican University of California,No,78,40600,California,Far West,Private,City,1603,1,14,4,19,1,38,18,2,36,98,92
University of Redlands,No,67,41290,California,Far West,Private,City,3607,1,6,7,27,1,46,9,1,63,94,66
Whitman College,No,57,43500,Washington,Far West,Private,City,1541,0,6,1,8,0,72,4,4,80,91,35
Antioch University-Santa Barbara,No,,,California,Far West,Private,City,168,1,4,5,27,1,58,3,2,,,
Illinois Wesleyan University,No,58,39316,Illinois,Great Lakes,Private,City,2009,0,5,5,6,0,74,4,5,72,99,67
Northwestern University,No,15,45527,Illinois,Great Lakes,Private,City,9283,0,13,5,7,0,50,7,14,86,63,35
Kalamazoo College,No,67,39450,Michigan,Great Lakes,Private,City,1458,0,6,4,8,0,61,7,9,72,100,54
Lawrence Technological University,No,44,28948,Michigan,Great Lakes,Private,City,3033,0,21,7,2,0,48,16,6,16,86,55
Baker College of Muskegon,No,,8100,Michigan,Great Lakes,Private,City,4005,0,1,10,4,0,81,0,0,0,95,66
Beloit College,No,68,41250,Wisconsin,Great Lakes,Private,City,1306,0,2,4,8,0,71,2,9,70,96,62
Lawrence University,No,73,41226,Wisconsin,Great Lakes,Private,City,1553,1,4,3,5,1,72,1,11,69,99,61
The Robert B Miller College,No,,,Michigan,Great Lakes,Private,City,328,0,1,8,2,0,57,31,0,,,
Union Graduate College,No,,,New York,Mid East,Private,City,0,0,8,2,3,0,64,17,4,,,
Goucher College,No,72,39084,Maryland,Mid East,Private,City,1449,0,2,9,5,0,58,20,2,59,91,60
Hood College,No,81,33280,Maryland,Mid East,Private,City,1388,0,3,10,6,0,68,5,6,55,98,71
Cornell University,No,16,45358,New York,Mid East,Private,City,14393,0,14,5,9,0,40,9,19,87,64,29
Elmira College,No,80,38150,New York,Mid East,Private,City,1408,0,1,3,3,0,66,21,4,60,99,79
Rensselaer Polytechnic Institute,No,41,46269,New York,Mid East,Private,City,5452,0,9,2,6,0,60,2,16,65,95,63
The Sage Colleges,No,57,28000,New York,Mid East,Private,City,1699,0,3,10,6,0,66,12,0,52,98,89
The College of Saint Rose,No,78,27684,New York,Mid East,Private,City,2891,0,2,8,6,0,67,10,2,53,99,81
Excelsior College,No,,,New York,Mid East,Private,City,37440,1,3,22,9,1,59,3,1,,,
Union College,No,37,46785,New York,Mid East,Private,City,2246,0,6,4,7,0,75,0,7,82,81,60
Utica College,No,85,33320,New York,Mid East,Private,City,2881,1,7,10,7,0,67,5,3,30,99,84
Dickinson College,No,44,46094,Pennsylvania,Mid East,Private,City,2396,0,2,4,6,0,76,2,8,83,72,46
Franklin and Marshall College,No,39,46285,Pennsylvania,Mid East,Private,City,2297,0,4,4,7,0,63,7,13,84,61,51
Gettysburg College,No,42,45870,Pennsylvania,Mid East,Private,City,2524,0,1,3,4,0,82,5,2,80,74,52
Lehigh University,No,31,43520,Pennsylvania,Mid East,Private,City,4931,0,6,3,6,0,61,7,15,73,68,48
Wilkes University,No,76,30350,Pennsylvania,Mid East,Private,City,2388,0,2,3,3,0,82,4,4,47,96,83
Harrisburg University of Science and Technology,No,,23900,Pennsylvania,Mid East,Private,City,289,0,6,29,3,0,51,4,1,24,98,87
Connecticut College,No,36,46085,Connecticut,New England,Private,City,1915,0,3,4,9,0,70,6,5,79,53,37
Mitchell College,No,58,29458,Connecticut,New England,Private,City,866,1,2,13,7,0,68,3,1,31,100,90
Wesleyan University,No,21,47244,Connecticut,New England,Private,City,2906,0,8,7,9,0,53,8,10,86,51,35
Bates College,No,24,45650,Maine,New England,Private,City,1791,0,5,5,6,0,72,1,6,88,43,17
Husson University,No,80,15130,Maine,New England,Private,City,2350,1,2,4,1,0,86,0,4,25,79,61
Bentley University,No,44,41110,Massachusetts,New England,Private,City,4247,0,7,3,6,0,58,5,20,81,77,55
Brandeis University,No,37,45856,Massachusetts,New England,Private,City,3614,0,9,5,5,0,44,13,21,86,65,50
Lasell College,No,76,30000,Massachusetts,New England,Private,City,1687,1,2,9,8,0,68,5,5,47,98,93
Mount Ida College,No,61,29377,Massachusetts,New England,Private,City,1268,0,2,11,11,0,59,8,5,29,98,81
Burlington College,No,83,22885,Vermont,New England,Private,City,220,0,0,1,5,0,70,22,1,0,86,81
Champlain College,No,71,31350,Vermont,New England,Private,City,2898,0,1,3,3,0,67,22,1,50,93,72
Lindenwood University,No,66,15150,Missouri,Plains,Private,City,8453,0,1,17,3,0,54,13,9,25,95,64
Naropa University,No,80,28790,Colorado,Rocky Mountains,Private,City,383,1,2,1,7,0,68,10,5,20,63,46
Stevens-Henager College of Business-Provo,No,,16972,Utah,Rocky Mountains,Private,City,351,2,1,2,10,3,82,0,0,34,100,100
Stevens-Henager College-Logan,No,,16795,Utah,Rocky Mountains,Private,City,140,7,1,1,11,2,77,1,0,23,91,82
Lynn University,No,78,33600,Florida,Southeast,Private,City,1785,1,1,9,10,0,34,21,24,33,79,31
Embry-Riddle Aeronautical University-Daytona Beach,No,74,31334,Florida,Southeast,Private,City,4679,0,5,6,7,0,51,8,19,34,92,68
Florida Institute of Technology,No,60,36020,Florida,Southeast,Private,City,3257,0,2,9,5,0,41,10,30,39,95,57
Brenau University,No,78,23350,Georgia,Southeast,Private,City,1700,0,2,32,6,0,51,3,3,30,97,80
Life University,No,75,7947,Georgia,Southeast,Private,City,765,1,3,19,9,0,50,14,3,22,92,74
Mercer University,No,69,33120,Georgia,Southeast,Private,City,4419,0,6,31,3,0,48,5,4,44,100,61
Converse College,No,52,29124,South Carolina,Southeast,Private,City,746,0,0,6,3,0,56,31,1,55,98,83
University of Charleston,No,69,19650,West Virginia,Southeast,Private,City,1386,1,3,11,2,0,60,16,6,35,100,63
Everglades University,No,91,15400,Florida,Southeast,Private,City,1184,1,2,15,17,0,62,1,1,58,92,85
City College-Miami,No,,15840,Florida,Southeast,Private,City,283,1,1,32,62,0,3,0,0,,100,100
Prescott College,No,73,29732,Arizona,Southwest,Private,City,545,2,1,2,5,0,77,8,1,23,94,67
University of Rio Grande,No,,20780,Ohio,Great Lakes,Private,Rural,2206,0,0,5,1,0,83,10,1,23,94,65
Paul Smiths College of Arts and Science,No,75,25261,New York,Mid East,Private,Rural,981,0,0,1,3,0,68,25,0,26,99,84
Wells College,No,60,35900,New York,Mid East,Private,Rural,534,1,2,11,8,0,63,8,4,56,100,85
Colby-Sawyer College,No,83,37300,New Hampshire,New England,Private,Rural,1409,0,1,5,3,0,63,15,12,48,99,82
New England College,No,90,33000,New Hampshire,New England,Private,Rural,1478,1,1,13,5,0,71,3,4,34,95,83
Goddard College,No,100,14930,Vermont,New England,Private,Rural,209,0,2,4,4,0,75,13,0,29,57,57
Marlboro College,No,76,38110,Vermont,New England,Private,Rural,260,0,3,0,1,0,65,27,0,50,98,77
Sterling College,No,44,21200,Kansas,Plains,Private,Rural,690,1,0,9,9,1,72,7,0,30,100,80
Hampden-Sydney College,No,55,37352,Virginia,Southeast,Private,Rural,1070,1,2,8,2,0,81,1,0,60,100,66
Heritage University,No,,17744,Washington,Far West,Private,Rural,876,7,1,1,51,0,32,6,0,3,100,41
Urbana University,No,,21566,Ohio,Great Lakes,Private,Rural,1584,0,0,12,1,0,37,45,3,24,81,78
Baker College of Cadillac,No,,8100,Michigan,Great Lakes,Private,Rural,1545,0,0,0,1,0,94,4,0,0,94,51
Stevenson University,No,60,27082,Maryland,Mid East,Private,Rural,3965,0,3,29,4,0,56,5,1,42,99,67
Hamilton College,No,27,46080,New York,Mid East,Private,Rural,1926,0,7,4,8,0,62,12,5,90,58,36
LIU Riverhead,No,,,New York,Mid East,Private,Rural,56,1,2,4,13,0,71,8,0,,,
SIT Graduate Institute,No,,,Vermont,New England,Private,Rural,0,2,2,2,4,0,51,21,14,,,
Thomas College,No,72,22770,Maine,New England,Private,Rural,1339,0,0,2,2,0,70,18,2,35,98,90
Bard College at Simon's Rock,No,92,46713,Massachusetts,New England,Private,Rural,350,0,6,7,2,0,57,10,10,,84,56
Franklin Pierce University,No,85,31000,New Hampshire,New England,Private,Rural,1671,0,2,3,4,0,74,14,1,39,100,88
Southern Vermont College,No,99,22000,Vermont,New England,Private,Rural,480,0,1,9,9,0,63,17,1,28,99,85
Embry-Riddle Aeronautical University-Prescott,No,79,31034,Arizona,Southwest,Private,Rural,1879,1,8,2,7,1,58,8,8,37,91,61
University of the Southwest,No,,14280,New Mexico,Southwest,Private,Rural,318,3,1,24,21,0,37,13,0,6,100,73
St John's College,No,82,46286,New Mexico,Southwest,Private,Rural,339,1,3,1,11,0,62,3,13,45,86,67
Unity College,No,89,25000,Maine,New England,Private,Rural,553,2,1,1,3,0,89,0,0,45,99,88
Sterling College,No,94,29894,Vermont,New England,Private,Rural,116,0,1,1,3,21,61,11,0,28,100,75
Upper Iowa University,No,58,24400,Iowa,Plains,Private,Rural,4632,0,1,18,4,0,69,5,2,24,85,84
Alice Lloyd College,No,45,10620,Kentucky,Southeast,Private,Rural,631,0,0,1,1,0,96,1,0,21,100,72
Claremont Graduate University,No,,,California,Far West,Private,Suburb,0,0,9,6,13,0,42,8,17,,,
Claremont McKenna College,No,12,45625,California,Far West,Private,Suburb,1316,0,11,4,11,0,44,8,15,84,53,16
